CIE10,Descripción Diagnóstico,Cantidad,Genero,Período de consulta
R066,HIPO,2,M,01/01/2019-31/12/2020
R068,OTRAS ANORMALIDADES DE LA RESPIRACION Y LAS NO ESPECIFICADAS,1,M,01/01/2019-31/12/2020
R071,DOLOR EN EL PECHO AL RESPIRAR,18,M,01/01/2019-31/12/2020
R072,DOLOR PRECORDIAL,110,M,01/01/2019-31/12/2020
R073,OTROS DOLORES EN EL PECHO,281,M,01/01/2019-31/12/2020
R074,"DOLOR EN EL PECHO, NO ESPECIFICADO",295,M,01/01/2019-31/12/2020
R100,ABDOMEN AGUDO,7,M,01/01/2019-31/12/2020
R101,DOLOR ABDOMINAL LOCALIZADO EN PARTE SUPERIOR,155,M,01/01/2019-31/12/2020
R102,DOLOR PELVICO Y PERINEAL,4,M,01/01/2019-31/12/2020
R103,DOLOR LOCALIZADO EN OTRAS PARTES INFERIORES DEL ABDOMEN,160,M,01/01/2019-31/12/2020
R104,OTROS DOLORES ABDOMINALES Y LOS NO ESPECIFICADOS,1330,M,01/01/2019-31/12/2020
R11X,NAUSEA Y VOMITO,251,M,01/01/2019-31/12/2020
R13X,DISFAGIA,16,M,01/01/2019-31/12/2020
R160,"HEPATOMEGALIA, NO CLASIFICADA EN OTRA PARTE",1,M,01/01/2019-31/12/2020
R17X,ICTERICIA NO ESPECIFICADA,49,M,01/01/2019-31/12/2020
R18X,ASCITIS,30,M,01/01/2019-31/12/2020
R190,"TUMEFACCION, MASA O PROMINENCIA INTRAABDOMINAL Y PELVICA",7,M,01/01/2019-31/12/2020
R202,PARESTESIA DE LA PIEL,5,M,01/01/2019-31/12/2020
R220,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN LA CABEZA",5,M,01/01/2019-31/12/2020
R221,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL CUELLO",19,M,01/01/2019-31/12/2020
R222,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL TRONCO",2,M,01/01/2019-31/12/2020
R223,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO SUPERIOR",2,M,01/01/2019-31/12/2020
R224,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO INFERIOR",2,M,01/01/2019-31/12/2020
R229,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN PARTE NO ESPECIFICADA",3,M,01/01/2019-31/12/2020
R233,EQUIMOSIS ESPONTANEA,6,M,01/01/2019-31/12/2020
R251,TEMBLOR NO ESPECIFICADO,3,M,01/01/2019-31/12/2020
R252,CALAMBRES Y ESPASMOS,4,M,01/01/2019-31/12/2020
R260,MARCHA ATAXICA,1,M,01/01/2019-31/12/2020
R268,OTRAS ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD Y LAS NO ESPECIFICADAS,2,M,01/01/2019-31/12/2020
R270,"ATAXIA, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
R294,CHASQUIDO DE LA CADERA,1,M,01/01/2019-31/12/2020
R300,DISURIA,13,M,01/01/2019-31/12/2020
R301,TENESMO VESICAL,4,M,01/01/2019-31/12/2020
R31X,"HEMATURIA, NO ESPECIFICADA",237,M,01/01/2019-31/12/2020
R32X,"INCONTINENCIA URINARIA, NO ESPECIFICADA",1,M,01/01/2019-31/12/2020
R33X,RETENCION DE ORINA,248,M,01/01/2019-31/12/2020
R34X,ANURIA Y OLIGURIA,6,M,01/01/2019-31/12/2020
R392,UREMIA EXTRARRENAL,1,M,01/01/2019-31/12/2020
R400,SOMNOLENCIA,3,M,01/01/2019-31/12/2020
R401,ESTUPOR,2,M,01/01/2019-31/12/2020
R410,DESORIENTACION NO ESPECIFICADA,6,M,01/01/2019-31/12/2020
R413,OTRA AMNESIA,1,M,01/01/2019-31/12/2020
R418,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA Y LOS NO ESPECIFICADOS,2,M,01/01/2019-31/12/2020
R42X,MAREO Y DESVANECIMIENTO,112,M,01/01/2019-31/12/2020
R451,INQUIETUD Y AGITACION,14,M,01/01/2019-31/12/2020
R456,VIOLENCIA FISICA,7,M,01/01/2019-31/12/2020
R458,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL,1,M,01/01/2019-31/12/2020
R471,DISARTRIA Y ANARTRIA,2,M,01/01/2019-31/12/2020
R500,FIEBRE CON ESCALOFRIO,8,M,01/01/2019-31/12/2020
R501,FIEBRE PERSISTENTE,4,M,01/01/2019-31/12/2020
R509,"FIEBRE, NO ESPECIFICADA",2237,M,01/01/2019-31/12/2020
R51X,CEFALEA,240,M,01/01/2019-31/12/2020
R520,DOLOR AGUDO,75,M,01/01/2019-31/12/2020
R521,DOLOR CRONICO INTRATABLE,4,M,01/01/2019-31/12/2020
R522,OTRO DOLOR CRONICO,2,M,01/01/2019-31/12/2020
R529,"DOLOR, NO ESPECIFICADO",24,M,01/01/2019-31/12/2020
R53X,MALESTAR Y FATIGA,16,M,01/01/2019-31/12/2020
R55X,SINCOPE Y COLAPSO,91,M,01/01/2019-31/12/2020
R560,CONVULSIONES FEBRILES,26,M,01/01/2019-31/12/2020
R568,OTRAS CONVULSIONES Y LAS NO ESPECIFICADAS,123,M,01/01/2019-31/12/2020
R570,CHOQUE CARDIOGENICO,2,M,01/01/2019-31/12/2020
R571,CHOQUE HIPOVOLEMICO,6,M,01/01/2019-31/12/2020
R579,"CHOQUE , NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
R58X,"HEMORRAGIA, NO CLASIFICADA EN OTRA PARTE",2,M,01/01/2019-31/12/2020
R590,ADENOMEGALIA LOCALIZADA,2,M,01/01/2019-31/12/2020
R599,"ADENOMEGALIA, NO ESPECIFICADA",3,M,01/01/2019-31/12/2020
R600,EDEMA LOCALIZADO,9,M,01/01/2019-31/12/2020
R601,EDEMA GENERALIZADO,4,M,01/01/2019-31/12/2020
R609,"EDEMA, NO ESPECIFICADO",9,M,01/01/2019-31/12/2020
R633,DIFICULTADES Y MALA ADMINISTRACION DE LA ALIMENTACION,1,M,01/01/2019-31/12/2020
R634,PERDIDA ANORMAL DE PESO,9,M,01/01/2019-31/12/2020
R739,"HIPERGLICEMIA, NO ESPECIFICADA",12,M,01/01/2019-31/12/2020
R827,HALLAZGOS ANORMALES EN EL EXAMEN MICROBIOLOGICO DE LA ORINA,5,M,01/01/2019-31/12/2020
R829,OTROS HALLAZGOS ANORMALES EN LA ORINA Y LOS NO ESPECIFICADOS,1,M,01/01/2019-31/12/2020
R900,LESION QUE OCUPA EL ESPACIO INTRACRANEAL,1,M,01/01/2019-31/12/2020
R95X,SINDROME DE LA MUERTE SUBITA INFANTIL,1,M,01/01/2019-31/12/2020
R960,MUERTE INSTANTANEA,1,M,01/01/2019-31/12/2020
R961,"MUERTE QUE OCURRE EN MENOS DE 24 HORAS DEL INICIO DE LOS SINTOMAS, NO EXPLICADA DE OTRA FORMA",2,M,01/01/2019-31/12/2020
R98X,MUERTE SIN ASISTENCIA,9,M,01/01/2019-31/12/2020
S000,TRAUMATISMO SUPERFICIAL DEL CUERO CABELLUDO,8,M,01/01/2019-31/12/2020
S001,CONTUSION DE LOS PARPADOS Y DE LA REGION PERIOCULAR,17,M,01/01/2019-31/12/2020
S002,OTROS TRAUMATISMOS SUPERFICIALES DEL PARPADO Y DE LA REGION PERIOCULAR,16,M,01/01/2019-31/12/2020
S003,TRAUMATISMO SUPERFICIAL DE LA NARIZ,23,M,01/01/2019-31/12/2020
S004,TRAUMATISMO SUPERFICIAL DEL OIDO,1,M,01/01/2019-31/12/2020
S005,TRAUMATISMO SUPERFICIAL DEL LABIO Y DE LA CAVIDAD BUCAL,1,M,01/01/2019-31/12/2020
S007,TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA CABEZA,39,M,01/01/2019-31/12/2020
S008,TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DE LA CABEZA,32,M,01/01/2019-31/12/2020
S009,"TRAUMATISMO SUPERFICIAL DE LA CABEZA, PARTE NO ESPECIFICADA",103,M,01/01/2019-31/12/2020
S010,HERIDA DEL CUERO CABELLUDO,70,M,01/01/2019-31/12/2020
S011,HERIDA DEL PARPADO Y DE LA REGION PERIOCULAR,29,M,01/01/2019-31/12/2020
S012,HERIDA DE LA NARIZ,10,M,01/01/2019-31/12/2020
S013,HERIDA DEL OIDO,4,M,01/01/2019-31/12/2020
S014,HERIDA DE LA MEJILLA Y DE LA REGION TEMPOROMANDIBULAR,17,M,01/01/2019-31/12/2020
S015,HERIDA DEL LABIO Y DE LA CAVIDAD BUCAL,24,M,01/01/2019-31/12/2020
S017,HERIDAS MULTIPLES DE LA CABEZA,8,M,01/01/2019-31/12/2020
S018,HERIDA DE OTRAS PARTES DE LA CABEZA,88,M,01/01/2019-31/12/2020
S019,"HERIDA DE LA CABEZA, PARTE NO ESPECIFICADA",122,M,01/01/2019-31/12/2020
S020,FRACTURA DE LA BOVEDA DEL CRANEO,6,M,01/01/2019-31/12/2020
S022,FRACTURA DE LOS HUESOS DE LA NARIZ,23,M,01/01/2019-31/12/2020
S023,FRACTURA DEL SUELO DE LA ORBITA,9,M,01/01/2019-31/12/2020
S024,FRACTURA DEL MALAR Y DEL HUESO MAXILAR SUPERIOR,8,M,01/01/2019-31/12/2020
S025,FRACTURA DE LOS DIENTES,6,M,01/01/2019-31/12/2020
S026,FRACTURA DEL MAXILAR INFERIOR,3,M,01/01/2019-31/12/2020
S028,FRACTURA DE OTROS HUESOS DEL CRANEO Y DE LA CARA,8,M,01/01/2019-31/12/2020
S029,"FRACTURA DEL CRANEO Y DE LOS HUESOS DE LA CARA, PARTE NO ESPECIFICADA",4,M,01/01/2019-31/12/2020
S030,LUXACION DEL MAXILAR,1,M,01/01/2019-31/12/2020
S034,ESGUINCES Y TORCEDURAS DEL MAXILAR,2,M,01/01/2019-31/12/2020
S050,TRAUMATISMO DE LA CONJUNTIVA Y ABRASION CORNEAL SIN MENCION DE CUERPO EXTRAÑO,21,M,01/01/2019-31/12/2020
S051,CONTUSION DEL GLOBO OCULAR Y DEL TEJIDO ORBITARIO,30,M,01/01/2019-31/12/2020
S052,LACERACION Y RUPTURA OCULAR CON PROLAPSO O PERDIDA DEL TEJIDO INTRAOCULAR,4,M,01/01/2019-31/12/2020
S053,LACERACION OCULAR SIN PROLAPSO O PERDIDA DEL TEJIDO INTRAOCULAR,6,M,01/01/2019-31/12/2020
S055,HERIDA PENETRANTE DEL GLOBO OCULAR CON CUERPO EXTRAÑO,12,M,01/01/2019-31/12/2020
S056,HERIDA PENETRANTE DEL GLOBO OCULAR SIN CUERPO EXTRAÑO,9,M,01/01/2019-31/12/2020
S058,OTROS TRAUMATISMOS DEL OJO Y DE LA ORBITA,34,M,01/01/2019-31/12/2020
S059,"TRAUMATISMO DEL OJO Y DE LA ORBITA, NO ESPECIFICADO",41,M,01/01/2019-31/12/2020
S060,CONCUSION,79,M,01/01/2019-31/12/2020
S062,TRAUMATISMO CEREBRAL DIFUSO,5,M,01/01/2019-31/12/2020
S063,TRAUMATISMO CEREBRAL FOCAL,1,M,01/01/2019-31/12/2020
S064,HEMORRAGIA EPIDURAL,1,M,01/01/2019-31/12/2020
S065,HEMORRAGIA SUBDURAL TRAUMATICA,10,M,01/01/2019-31/12/2020
S068,OTROS TRAUMATISMOS INTRACRANEALES,29,M,01/01/2019-31/12/2020
S069,"TRAUMATISMO INTRACRANEAL, NO ESPECIFICADO",77,M,01/01/2019-31/12/2020
S070,TRAUMATISMO POR APLASTAMIENTO DE LA CARA,10,M,01/01/2019-31/12/2020
S071,TRAUMATISMO POR APLASTAMIENTO DEL CRANEO,2,M,01/01/2019-31/12/2020
S078,TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DE LA CABEZA,3,M,01/01/2019-31/12/2020
S079,"TRAUMATISMO POR APLASTAMIENTO DE LA CABEZA, PARTE NO ESPECIFICADA",2,M,01/01/2019-31/12/2020
S081,AMPUTACION TRAUMATICA DE LA OREJA,3,M,01/01/2019-31/12/2020
S092,RUPTURA TRAUMATICA DEL TIMPANO DEL OIDO,2,M,01/01/2019-31/12/2020
S097,TRAUMATISMOS MULTIPLES DE LA CABEZA,9,M,01/01/2019-31/12/2020
S098,"OTROS TRAUMATISMOS DE LA CABEZA, ESPECIFICADOS",26,M,01/01/2019-31/12/2020
S099,"TRAUMATISMO DE LA CABEZA, NO ESPECIFICADO",50,M,01/01/2019-31/12/2020
S108,TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DEL CUELLO,1,M,01/01/2019-31/12/2020
S110,HERIDA QUE COMPROMETE LA LARINGE Y LA TRAQUEA,1,M,01/01/2019-31/12/2020
S118,HERIDAS DE OTRAS PARTES DEL CUELLO,2,M,01/01/2019-31/12/2020
S119,"HERIDA DE CUELLO, PARTE NO ESPECIFICADA",3,M,01/01/2019-31/12/2020
S122,FRACTURA DE OTRAS VERTEBRAS CERVICALES ESPECIFICADAS,1,M,01/01/2019-31/12/2020
S130,RUPTURA TRAUMATICA DE DISCO CERVICAL INTERVERTEBRAL,1,M,01/01/2019-31/12/2020
S134,ESGUINCES Y TORCEDURAS DE LA COLUMNA CERVICAL,2,M,01/01/2019-31/12/2020
S140,CONCUSION Y EDEMA DE LA MEDULA ESPINAL CERVICAL,1,M,01/01/2019-31/12/2020
S141,OTROS TRAUMATISMOS DE LA MEDULA ESPINAL CERVICAL Y LOS NO ESPECIFICADOS,2,M,01/01/2019-31/12/2020
S178,TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DEL CUELLO,1,M,01/01/2019-31/12/2020
S199,"TRAUMATISMO DEL CUELLO, NO ESPECIFICADO",1,M,01/01/2019-31/12/2020
S202,CONTUSION DEL TORAX,112,M,01/01/2019-31/12/2020
S203,OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED ANTERIOR DEL TORAX,32,M,01/01/2019-31/12/2020
S204,OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED POSTERIOR DEL TORAX,9,M,01/01/2019-31/12/2020
S207,TRAUMATISMOS SUPERFICIALES MULTIPLES DEL TORAX,14,M,01/01/2019-31/12/2020
S208,TRAUMATISMO SUPERFICIAL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX,7,M,01/01/2019-31/12/2020
S211,HERIDA DE LA PARED ANTERIOR DEL TORAX,12,M,01/01/2019-31/12/2020
S212,HERIDA DE LA PARED POSTERIOR DEL TORAX,13,M,01/01/2019-31/12/2020
S218,HERIDAS DE OTRAS PARTES DEL TORAX,2,M,01/01/2019-31/12/2020
S219,"HERIDAS DEL TORAX, PARTE NO ESPECIFICADA",4,M,01/01/2019-31/12/2020
S222,FRACTURA DE ESTERNON,1,M,01/01/2019-31/12/2020
S223,FRACTURA DE COSTILLA,8,M,01/01/2019-31/12/2020
S224,FRACTURAS MULTIPLES DE COSTILLA,1,M,01/01/2019-31/12/2020
S225,TORAX AZOTADO,1,M,01/01/2019-31/12/2020
S234,ESGUINCES Y TORCEDURAS DE COSTILLAS Y ESTERNON,1,M,01/01/2019-31/12/2020
S242,TRAUMATISMO DE RAICES NERVIOSAS DE LA COLUMNA TORACICA,1,M,01/01/2019-31/12/2020
S270,NEUMOTORAX TRAUMATICO,2,M,01/01/2019-31/12/2020
S271,HEMOTORAX TRAUMATICO,1,M,01/01/2019-31/12/2020
S272,HEMONEUMOTORAX TRAUMATICO,1,M,01/01/2019-31/12/2020
S278,"TRAUMATISMO DE OTROS ORGANOS INTRATORACICOS, ESPECIFICADOS",1,M,01/01/2019-31/12/2020
S297,TRAUMATISMOS MULTIPLES DEL TORAX,1,M,01/01/2019-31/12/2020
S298,"OTROS TRAUMATISMOS DEL TORAX, ESPECIFICADOS",7,M,01/01/2019-31/12/2020
S299,"TRAUMATISMO DEL TORAX, NO ESPECIFICADO",15,M,01/01/2019-31/12/2020
S300,CONTUSION DE LA REGION LUMBOSACRA Y DE LA PELVIS,14,M,01/01/2019-31/12/2020
S301,CONTUSION DE LA PARED ABDOMINAL,6,M,01/01/2019-31/12/2020
S302,CONTUSION DE LOS ORGANOS GENITALES EXTERNOS,2,M,01/01/2019-31/12/2020
S307,"TRAUMATISMOS SUPERFICIALES MULTIPLES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS",3,M,01/01/2019-31/12/2020
S308,"OTROS TRAUMATISMOS SUPERFICIALES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS",5,M,01/01/2019-31/12/2020
S309,"TRAUMATISMO SUPERFICIAL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS, PARTE NO ESPECIFICADA",5,M,01/01/2019-31/12/2020
S310,HERIDA DE LA REGION LUMBOSACRA Y DE LA PELVIS,3,M,01/01/2019-31/12/2020
S311,HERIDA DE LA PARED ABDOMINAL,7,M,01/01/2019-31/12/2020
S312,HERIDA DEL PENE,4,M,01/01/2019-31/12/2020
S313,HERIDA DEL ESCROTO Y DE LOS TESTICULOS,12,M,01/01/2019-31/12/2020
S317,"HERIDAS MULTIPLES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS",2,M,01/01/2019-31/12/2020
S318,HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL ABDOMEN,2,M,01/01/2019-31/12/2020
S320,FRACTURA DE VERTEBRA LUMBAR,3,M,01/01/2019-31/12/2020
S324,FRACTURA DEL ACETABULO,2,M,01/01/2019-31/12/2020
S325,FRACTURA DEL PUBIS,1,M,01/01/2019-31/12/2020
S327,FRACTURAS MULTIPLES DE LA COLUMNA LUMBAR Y DE LA PELVIS,1,M,01/01/2019-31/12/2020
S328,FRACTURA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS,2,M,01/01/2019-31/12/2020
S332,LUXACION DE ARTICULACION SACROCOCCIGEA Y SACROILIACA,1,M,01/01/2019-31/12/2020
S335,ESGUINCES Y TORCEDURAS DE LA COLUMNA LUMBAR,4,M,01/01/2019-31/12/2020
S336,ESGUINCES Y TORCEDURAS DE LA ARTICULACION SACROILIACA,1,M,01/01/2019-31/12/2020
S337,ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS,1,M,01/01/2019-31/12/2020
S342,TRAUMATISMO DE RAIZ NERVIOSA DE LA COLUMNA LUMBAR Y SACRA,4,M,01/01/2019-31/12/2020
S344,TRAUMATISMO DEL PLEXO LUMBOSACRO,1,M,01/01/2019-31/12/2020
S354,TRAUMATISMO DE VASOS SANGUINEOS RENALES,1,M,01/01/2019-31/12/2020
S360,TRAUMATISMO DEL BAZO,1,M,01/01/2019-31/12/2020
S362,TRAUMATISMO DEL PANCREAS,1,M,01/01/2019-31/12/2020
S368,TRAUMATISMO DE OTROS ORGANOS INTRAABDOMINALES,5,M,01/01/2019-31/12/2020
S370,TRAUMATISMO DEL RIÑON,1,M,01/01/2019-31/12/2020
S371,TRAUMATISMO DEL URETER,1,M,01/01/2019-31/12/2020
S373,TRAUMATISMO DE LA URETRA,2,M,01/01/2019-31/12/2020
S380,TRAUMATISMO POR APLASTAMIENTO DE ORGANOS GENITALES EXTERNOS,2,M,01/01/2019-31/12/2020
S397,"OTROS TRAUMATISMOS MULTIPLES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS",2,M,01/01/2019-31/12/2020
S398,"OTROS TRAUMATISMOS ESPECIFICADOS DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS",5,M,01/01/2019-31/12/2020
S399,"TRAUMATISMO NO ESPECIFICADO DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS",6,M,01/01/2019-31/12/2020
S400,CONTUSION DEL HOMBRO Y DEL BRAZO,130,M,01/01/2019-31/12/2020
S407,TRAUMATISMOS SUPERFICIALES MULTIPLES DEL HOMBRO Y DEL BRAZO,11,M,01/01/2019-31/12/2020
S408,OTROS TRAUMATISMOS SUPERFICIALES DEL HOMBRO Y DEL BRAZO,6,M,01/01/2019-31/12/2020
S409,TRAUMATISMO SUPERFICIAL NO ESPECIFICADO DEL HOMBRO Y DEL BRAZO,14,M,01/01/2019-31/12/2020
S410,HERIDA DEL HOMBRO,3,M,01/01/2019-31/12/2020
S411,HERIDA DEL BRAZO,25,M,01/01/2019-31/12/2020
S417,HERIDAS MULTIPLES DEL HOMBRO Y DEL BRAZO,2,M,01/01/2019-31/12/2020
S418,HERIDAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL HOMBRO Y DEL BRAZO,3,M,01/01/2019-31/12/2020
S420,FRACTURA DE LA CLAVICULA,57,M,01/01/2019-31/12/2020
S422,FRACTURA DE LA EPIFISIS SUPERIOR DEL HUMERO,11,M,01/01/2019-31/12/2020
S423,FRACTURA DE LA DIAFISIS DEL HUMERO,11,M,01/01/2019-31/12/2020
S424,FRACTURA DE LA EPIFISIS INFERIOR DEL HUMERO,33,M,01/01/2019-31/12/2020
S428,FRACTURA DE OTRAS PARTES DEL HOMBRO Y DEL BRAZO,2,M,01/01/2019-31/12/2020
S429,"FRACTURA DEL HOMBRO Y DEL BRAZO, PARTE NO ESPECIFICADA",3,M,01/01/2019-31/12/2020
S430,LUXACION DE LA ARTICULACION DEL HOMBRO,45,M,01/01/2019-31/12/2020
S431,LUXACION DE LA ARTICULACION ACROMIOCLAVICULAR,7,M,01/01/2019-31/12/2020
S463,TRAUMATISMO DE TENDON Y MUSCULO DEL TRICEPS,1,M,01/01/2019-31/12/2020
S497,TRAUMATISMOS MULTIPLES DEL HOMBRO Y DEL BRAZO,1,M,01/01/2019-31/12/2020
S498,OTROS TRAUMATISMOS ESPECIFICADOS DEL HOMBRO Y DEL BRAZO,5,M,01/01/2019-31/12/2020
S499,TRAUMATISMOS NO ESPECIFICADOS DEL HOMBRO Y DEL BRAZO,7,M,01/01/2019-31/12/2020
S500,CONTUSION DEL CODO,105,M,01/01/2019-31/12/2020
S501,CONTUSION DE OTRAS PARTES DEL ANTEBRAZO Y DE LAS NO ESPECIFICADAS,55,M,01/01/2019-31/12/2020
S507,TRAUMATISMOS SUPERFICIALES MULTIPLES DEL ANTEBRAZO,3,M,01/01/2019-31/12/2020
S508,OTROS TRAUMATISMOS SUPERFICIALES DEL ANTEBRAZO,6,M,01/01/2019-31/12/2020
S509,"TRAUMATISMO SUPERFICIAL DEL ANTEBRAZO, NO ESPECIFICADO",32,M,01/01/2019-31/12/2020
S510,HERIDA DEL CODO,14,M,01/01/2019-31/12/2020
S517,HERIDAS MULTIPLES DEL ANTEBRAZO,4,M,01/01/2019-31/12/2020
S518,HERIDAS DE OTRAS PARTES DEL ANTEBRAZO,34,M,01/01/2019-31/12/2020
S519,"HERIDAS DEL ANTEBRAZO, PARTE NO ESPECIFICADA",37,M,01/01/2019-31/12/2020
S520,FRACTURA DE LA EPIFISIS SUPERIOR DEL CUBITO,4,M,01/01/2019-31/12/2020
S521,FRACTURA DE LA EPIFISIS SUPERIOR DEL RADIO,10,M,01/01/2019-31/12/2020
S522,FRACTURA DE LA DIAFISIS DEL CUBITO,7,M,01/01/2019-31/12/2020
S523,FRACTURA DE LA DIAFISIS DEL RADIO,22,M,01/01/2019-31/12/2020
S524,FRACTURA DE LA DIAFISIS DEL CUBITO Y DEL RADIO,27,M,01/01/2019-31/12/2020
S525,FRACTURA DE LA EPIFISIS INFERIOR DEL RADIO,58,M,01/01/2019-31/12/2020
S526,FRACTURA DE LA EPIFISIS INFERIOR DEL CUBITO Y DEL RADIO,22,M,01/01/2019-31/12/2020
S527,FRACTURAS MULTIPLES DEL ANTEBRAZO,1,M,01/01/2019-31/12/2020
S528,FRACTURA DE OTRAS PARTES DEL ANTEBRAZO,10,M,01/01/2019-31/12/2020
S529,"FRACTURA DEL ANTEBRAZO, PARTE NO ESPECIFICADA",14,M,01/01/2019-31/12/2020
S531,"LUXACION DEL CODO, NO ESPECIFICADA",8,M,01/01/2019-31/12/2020
S564,TRAUMATISMO DEL TENDON Y MUSCULO EXTENSOR DE OTRO(S) DEDO(S) A NIVEL DEL ANTEBRAZO,1,M,01/01/2019-31/12/2020
S570,TRAUMATISMO POR APLASTAMIENTO DEL CODO,3,M,01/01/2019-31/12/2020
S578,TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DEL ANTEBRAZO,1,M,01/01/2019-31/12/2020
S597,TRAUMATISMOS MULTIPLES DEL ANTEBRAZO,2,M,01/01/2019-31/12/2020
S598,OTROS TRAUMATISMOS ESPECIFICADOS DEL ANTEBRAZO,4,M,01/01/2019-31/12/2020
S599,TRAUMATISMOS NO ESPECIFICADOS DEL ANTEBRAZO,5,M,01/01/2019-31/12/2020
S600,"CONTUSION DE DEDO(S) DE LA MANO, SIN DAÑO DE LA(S) UÑA(S)",119,M,01/01/2019-31/12/2020
S601,"CONTUSION DE DEDO(S) DE LA MANO, CON DAÑO DE LA(S) UÑA(S)",23,M,01/01/2019-31/12/2020
S602,CONTUSION DE OTRAS PARTES DE LA MUÑECA Y DE LA MANO,129,M,01/01/2019-31/12/2020
S607,TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA MUÑECA Y DE LA MANO,27,M,01/01/2019-31/12/2020
S608,OTROS TRAUMATISMOS SUPERFICIALES DE LA MUÑECA Y DE LA MANO,21,M,01/01/2019-31/12/2020
S609,"TRAUMATISMO SUPERFICIAL DE LA MUÑECA Y DE LA MANO, NO ESPECIFICADO",29,M,01/01/2019-31/12/2020
S610,"HERIDA DE DEDO(S) DE LA MANO, SIN DAÑO DE LA(S) UÑA(S)",238,M,01/01/2019-31/12/2020
S611,"HERIDA DE DEDO(S) DE LA MANO, CON DAÑO DE LA(S) UÑA(S)",56,M,01/01/2019-31/12/2020
S617,HERIDAS MULTIPLES DE LA MUÑECA Y DE LA MANO,8,M,01/01/2019-31/12/2020
S618,HERIDAS DE OTRAS PARTES DE LA MUÑECA Y DE LA MANO,48,M,01/01/2019-31/12/2020
S619,"HERIDA DE LA MUÑECA Y DE LA MANO, PARTE NO ESPECIFICADA",32,M,01/01/2019-31/12/2020
S620,FRACTURA DEL HUESO ESCAFOIDES [NAVICULAR] DE LA MANO,2,M,01/01/2019-31/12/2020
S621,FRACTURA DE OTRO(S) HUESO(S) DEL CARPO,2,M,01/01/2019-31/12/2020
S622,FRACTURA DEL PRIMER METACARPIANO,5,M,01/01/2019-31/12/2020
S623,FRACTURA DE OTROS HUESOS METACARPIANOS,16,M,01/01/2019-31/12/2020
S624,FRACTURAS MULTIPLES DE HUESOS METACARPIANOS,2,M,01/01/2019-31/12/2020
S625,FRACTURA DEL PULGAR,1,M,01/01/2019-31/12/2020
S626,FRACTURA DE OTRO DEDO DE LA MANO,44,M,01/01/2019-31/12/2020
S627,FRACTURAS MULTIPLES DE LOS DEDOS DE LA MANO,6,M,01/01/2019-31/12/2020
S628,FRACTURA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA MUÑECA Y DE LA MANO,6,M,01/01/2019-31/12/2020
S630,LUXACION DE LA MUÑECA,2,M,01/01/2019-31/12/2020
S631,LUXACION DE DEDOS DE LA MANO,6,M,01/01/2019-31/12/2020
S635,ESGUINCES Y TORCEDURAS DE LA MUÑECA,4,M,01/01/2019-31/12/2020
S636,ESGUINCES Y TORCEDURAS DE DEDO(S) DE LA MANO,4,M,01/01/2019-31/12/2020
S637,ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA MUÑECA Y DE LA MANO,2,M,01/01/2019-31/12/2020
